,Texts,Type
858,ben  yıldır kullanmıyorum pil performansı nasıl devam eder bilmiyorum ama  haftadır kullandığım için mutluyum böyle bir fiyata bence alınabilecek  iyi mause yaslan arkana ister masada kullan istersen  koltuğunda her türlü işleme özelliği var teşekkürler,0
859, fiyata  marka kaçmaz şiddetle tavsiye edilir  haftadır kullanıyorum  kablosuzlupun tadını çıkarıyorum kısa sürede gönderi için hepsiburadacoma teşekkürler,0
860,logitech kablosuz mouse  devamlı kullandığım  hiç sıkıntı yaşamadığım  marka fiyat olarakda bayağı iyi bir fiyatta tavsiye ederim,0
861,logitech kalitesi zaten tüm bilgisayar kullanıcıları tarafından biliniyor  mouseun ergonomik  sade yapısı alınması için  önemli sebep kesinlikle almak isteyen herkese tavsiye ederim,0
862, yalan söyliyim ben dandik  mouse bekliodm fakat elime geçince çok memnn kaldm öncelikle  büyük özelliği  altında optik ışık yanmıyor dolayısyla pil tüketimi çok düşükkk bilmeyen arkadaşlar vardır tek kalem pille çalışıyor fare çok kibar direk ele oturuo çok teşekkürler ,0
863,logitech  işi biliyorçok şık  ergonomik ayrıca fiyat çok hesaplı hepsi buradacom farkıyla hızlı  zamanında teslim kargosuyla daha  olsun,0
864, ürünü kullanıyorum  anda daha önceki kullandığım mous ile arasındaki fark hissediliyor kaliteli  son derece hızlı kullanışlı sorunsuz tavsiye ederim,0
865,ergonomisi güzel ele iyi oturuyorevin bir ucundan bile kullanabiliyorum   civarında sınıfta konferansta falan rahat kullanılır diye düşünüyorumhemen bozulacak kırılacak bir yapısı  yokgüncel hayatta fazlasıyla  görür,0
866,almak isteyenler fazla düşünmesin  fiyata alınabilecek ideal bir ürün her türlü zeminde sorun çıkarmadan kullanılabiliyor pilin uzun süre gitmeside başka bir artısı,0
867,merhaba ürün oldukça kullanışlı ele oturması benim hoşuma giden bir özellik pil ömrü gerçekten yeterli benim hoşuma gitmeyen özelliği pil kapağının alışageldiğimiz şekilde açılmaması  nano alıcı pil takılı iken cihazdaki yuvasını kullanamamak oldu bunların haricinde oldukça iyi bir ürün,0
868,gayet şık  kullanışlı duruyor ̇nsanın avucuna şıp diye oturuyor piyasadaki hemcinslerine göre gayet ucuz  kaliteli  metreye kadar denedim etkili  pilinin olması  güzel uzun ömürlü  olsa değme keyfime teşekkürler ,0
869,logitech  mause konusunda üzerine tanımam  sene önce aldığımı  tane aynı marka mauseler hala çalışıyor pilini tak yeter  algılama mesafesi süper tavsiye ederim,0
870,ürün gerek fiyat gerek ergonomi gerek şıklık aklınızda hiç bir şüpe kalmasın nasıldır die ürün mükemmel çekim kaliteside çok iyi ben salonda kullanıyorum bilgisayarı   baglmadım oturdugum yerden çekiyor kalkıp gidip gelme işim bitti notebooklar içinde mükemmel,0
871,merhaba piyasanın  ucuzu  hızlı bir şekilde ulaştı bana önce tereddüt ettim ama sipariş hızlı şekilde gelince güvence verdi bana tekrar siparişleri verdim teşekkür ediyorum sizlere,0
872,cok kullanıslı her zemın üzerinde atlama yapmadan kullanılabilen güzel  fare nano alıcısını farenin içine koyma imkanı olması tasırken kolaylık saglıyor  teslim tavsiye ederim hbya tesekkurler,0
873,uygun fiyat  iyi performans bence alırken tereddüt etmeyin herhangi  sıkıntı yaşamadım yaklaşık  haftadır kullanıyorum kalem pille çalışıyor,0
874,logitech kalitesini her zaman uygun fiyata almamı sağlayan hepsiburadaya bir kez daha teşekkürler  fiyata  yıl garantili başka bir mouse bulamazsınız kaçırmayın,0
875,urun harika   cok hızlı teslim aldım herşey için teşekürler  ,0
876,anlatmaya gerek yok logi̇tech  markali urunler her zaman kali̇tesi̇̇ belli̇ eder ̇hti̇yaci olan kaçirmasin nano alici  ̇̇̇ uzun sure ̇tmesi̇ çok buyuk ozelli̇,0
877,ürün hızlı gönder olmamasına rağmen elime kısa sürede geçti kullanışlı küçük   önemlisi fiyatperformans  üzerinden  içinde yedek pil göndermeyi  ihmal etmemişler teşekkürler,0
878,̇,0
879,̇,0
880,çok sağlam bir kasası var kullanışlı,0
881,anahtarlığınızda taşımak için  cebinizde fazladan yer kaplamasını istemiyorsanız ideal bir bellek tavsiye ederim ,0
882,tek kelimeyle süper tam  yıldır kullanıyorum  adet almıştım hiç birinde kapasite kaybı oluşmadı,0
883,usb bellek olarak beklediğimden daha küçük boyutta geldi dikkat edin kaybedebilirsiniz bunun dışında sorunsuz çalışıyor  yeterli ,0
884,sağlam  şık  bir  ürün  ,0
885, çok bilindik marka  kullandım    sürdü yanmaları  yıldır  üründen  adet kullanıyorum tık yok flash disk  alacaksın kingston,0
886,sadece yavaş sağlam  malzeme kullanılmış başarılı,0
887,çok kısa sürede elime ulaştı paketleme çok iyi satın alddığınız ürün  paraya değer metal aksam çok şık tavsiye derim,0
888, annem  kere makinede yıkadı bozulmadı suyada dayanıklı,0
889,kırılmalara karşı süper dayanıklı tavsiye ederim ,0
890,kullandıklarım içerinsnde tasarım  hız olarak  iyisi,0
891,ürün metal olduğu için çabuk ısınma yapıyor sanırım ısınmadan dolayıda yavaş gönderim sağlıyor şık ama kullanışsız değmez ,0
892,okuma hızının yüksek olmasının   lık mkv filmleri led   izlerken avantaj olacağını düşünüyorum  nedenle sipariş verdim ,0
893,küçük  etkili,0
894,ürün çok şık  çok küçük sağlam bir görüntüsü var anahtarlığa rahat takılıyor herkese tavsiye ederim,0
895,ürünü alıyorsunuz  gözünüz arkada kalmadan elinize ulaşıyo sağlam olması büyük avantaj,0
896,gayet kullanışlı hızlı gönderim tşk,0
897,ürün iyi memnun kaldım,0
898,ürün çok hızlı  sorunsuz geldi teşekkürler hepsiburada ,0
899,cok iyi hızlı kargo herkese tavsiye ederim ,0
900,sorun yok,0
901,iyi,0
902,mükemmel,0
903,arkadaşlar ben kingston usb flahs bellek aldım   gün sonra teslim  ettiler piyasanın çok altında aldım çok menmunum teşekürler hepsiburada ailesi ,0
904,gönderdiğiniz ürün için teşekkürlerküçük  kullanışlıherkese tavsiye ederim,0
905,sadece anahtarlık olarak kullanılır kasa sağlam ama içi hiçbir işe yaramıyor kingstona yakıştıramadım,0
906,teşekkürler ürününüzden memnun kaldık,0
907,kingston usb nin hakkını veriyor kaliteli  uygun fiyat,0
908,gayet güzel,0
909,çok memnunum araya hafta sonu girmesine rağmen hızlı geldi teşekkürler hepsiburada,0
910,mükemmel,0
911,şimdilik gayet iyi ,0
912,kesinlikle araba  çalar için birebir  anahtarliginiza takın kullanın ,0
913,yavaş ama sağlam,0
914,her şey çok güzel ama flaşh hızı çok düşük,0
915,kingston yapmış hepsiburda bize ulaştırmış teşekkürler,0
916, flaşi herkese öneri̇̇ cünkü saglam  kali̇tali̇,0
917,fiyatları düşmeli,0
918,̇,0
919,çok hızlı bir şekilde adresime ulaştıürün gayet kibar  şık görünüyormetal olması  iyi,0
920,gayet kullanışlı özellikle kaybedenler için anahtarlığa takma özelliği güzel tavsiye ederim,0
921,kullandığım  iyi usb belleklerinden bir tanesi tavsiye ederim her şeyiyle süper tek sorunu usb  olmaması ,0
922,hızlı kargolama ürün zaten inanılmaz güzel kibar küçük  kalitelikesinle alabilirsiniz ,0
923,̇yat performans ürünü tavsi̇ ederi̇ ,0
924,çok hesaplı ürün teşekkür ediyorum,0
925,kesinlikle uzun ömürlü olacağından hiç bir şüpheniz olmasın her usb  olduğu gibi   boş alan yok   kullanılıyor çok büyük bir sorun değil açıkçası biraz yavaş yazıyor ,0
926,ben  ürünü aldım  günde elime ulaştıçok memnun kaldım çok kullanışlı  güzel bir görünüşü var,0
927,hızlı gönderi  çok hesaplı ürün teşekkür ediyorum ,0
928,tek  yönü sağlam  anahtarlıkta hoş duruyor yazma hızı  gösterilmis  küsür ile yaziyor,0
929,hızlı kargo  kaliteli ürün teşekkürler,0
930,ürün taş gibi  çok şık hepsiburdacoma çok teşekkürlerbu kategoride  iyisi,0
931, yılı aşkın süredir kullanıyorum  normalde yılda    tane kaybeden biriydim  anahtarlıkta olduğu için kaybolmuyor,0
932,güzel şirin biley işimi görüyor teşekkürler ,0
933,fiyatı  kargo bedava olunca uygun,0
934,metal metal metal  kadar   usb  olarak alınabilir  ideal ürün kesinlikle  almıştım yıllar önce günler süren karar  araştırma sonunda  olarak alacağım için  tercihim oldu alacak arkadaşlar depolama dışı kullanacaklar ise   üzerinde kesinlikle usb   üzerini şiddetle tercih edin derim hız büyük sorun oluyor  ,0
935,tesekkurler mükemmel ürün,0
936,ürün çok küçük anahtarlığa taktım gayet güzel tavsiye ederim,0
937,çok şık güzel ürün teşekkürler ,0
938,ürün kaliteli küçük kullanışlı tavsiye ederim,0
939,mükemmel ürün ,0
940,çok şık  kaya gibi sağlam,0
941,ürünün metal yapıda olması çok iyi sağlamlığı sayesinde anahtarlığa takarak rahatlıkla kullanabilirsiniz usb  hızında çalışması sebebiyle hız bakımından çok büyük beklentiniz olmasın ,0
942,kingston ürünlerinden şaşmam fakat aktarım hızı düşük gibi geldi,0
943,ürün hızlı bir şekilde elime ulaştı teyp  taktım çalışıyor güzel ürün tşkler hepsiburada,0
944,şiddetle tavsiye ediyorum özellikleri aynen söylediği gibi   usb kullanımında gayet hızlı kaliteli ürün  senedir kullanıyorum,0
945,çok kullanışlı oluyor özellikle anahtarlığa takılarak kullanılması çok iyi,0
946,iyi ,0
947,klasik hoş,0
948,kisa sürede eli̇ ulaşti sorun yok,0
949,yaklaşık  yıldır kullanıyorum ürün küçük sağlam  şık sadece usb  bellekler yavaş olduğu için hızlı bir bellek arayanlara usb  öneririm,0
950,ürün anlatıldığı gibiçok kısa sürede elime ulaştı tavsiye ederim,0
951,genel manada memnun kaldım,0
952, ürünler her gecen gün dahada ufalıyor  tipleri değişiyor  görürmü evet görecektir önemli olan metalden yapılmış kırmanız zor ama kaybeyme durumunuz çok tavsiye ederim,0
953,ürün fena değil tam anahtarlığa göre yer kaplamıyor varlığı fark edilmeyecek kadar küçük diyebilirim ancak yazma hızı biraz düşük,0
954,çabuk geldi,0
955,çok iyi  kullanışlı bir ürün teşekkürler,0
956,güzel kullanışlı şimdilik  sıkıntı yok gibi,0
957, geç hiç düşünme bile,0
958,makul,0
959,ürün hızlı bir şekilde elime ulaştı hiç bir problem yok güvenle alabilirsiniz,0
960,kesinlikle tavsiye ederim  fiyata böylesine kaliteli bir ürünü bulabilmek gerçekten zordu hızlı sevkiyat için hepsiburadacoma teşekkür ederim ,0
961,kalite  fiyat artı kargo ücretide yok ertesi gün elime geçti bravo bence,0
962,sorunsuz hızlı alışveriş ̇ ürün,0
963,hızlı kargo güzel ürün tavsiye ederim ,0
964,anahtarlık taşıyanlar için mükemmel bir ürün  ancak yazma hızı yavaş kalıyor büyük dosyalarda kasıyor görünüş  yapısı çok güzel tavsiye edilebilecek bir ürün,0
965,ürünün boyutu anahtalıktaki duruşu kesinlikle güzel usb bellek alınacaksa kesinlikle  alınmalı,0
966,süper hızlı kargo süresi ile siparişten  saat sonra elime ulaştı  tane aldım çok güzel çok küçük çok şık  son derece sağlam bir ürün uygun fiyata alınca  herşey mükemmel oldu şiddetle tavsiye ederim,0
967,urun tasarim olarak guzel  dayanikli bir malzemeye sahip usb giris kismi  sert malzeme oldugu icin korumaya ihtiyac duymadan istediginiz yerde tasiyabilirsiniz kucuk oldugu icin anahtarligima takip tasiyabiliyorum tavsiye edilir,0
968,ürün gayet kaliteli  güzel  ayrıca çok kibar hızlı  özenli gönderim içinde ayrıca teşekkürler,0
969,emeği geçenlere teşekkür ederim tavsiye ederim elime  günde ulaştı küçük olması çok iyi anahtarlığıma taktım şık duruyor  hepsiburadacom teşekkürler,0
970,ben video izlerim  dvd  aliyo icine    sure sonra bozuluyo  mukemmel,0
971,kısa sürede elime ulaştı  guzel bir ürün tavsiye ederim,0
972,ürün kısa sürede ulaştı  güzel teşekkürler,0
973,ürün beklediğimiz gibi çok yüksek performans bekleyenler yanılabilir,0
974,yakın zamanda ocak   üründen  adet aldım ̇ yönü asma halkasının büyüklüğü  okuma hızı ancak yazma hızı ortalama  mbs yani sürünüyor eğer arkadaşa gittim hemen bikaç  filim çekeyim evde izlerim dersen uzun  muhabbete hazırlan yok eğer benim gibi word excell dosyalarını yedeklerim diyosanız  zaman iyi ama yine soylüyorum diskin içine büyük bir film kopyalamak asırlar sürüyo haberiniz olsunbu fiyata anca  kadar oluyormuş  sevgiler saygılar ,0
975,anahtarlıklı  küçük olması gayet iyi metal tasarım olması harika tek eksiği usb ,0
976,araçta   kullanacağınız  anahtarlığınızda güvenle taşıyacağınız sağlam kasalı bilgi taşıyıcısı,0
977,gayet başarılı çok küçük tavsiye ederim,0
978,gerçekten ürün harika herkese tavsiyemdir,0
979,guvenilir zamaninda  surprizle karsilasmadan gayet memnun kaldigim  alis veris oldutesekkurler,0
980,kisa sürede eli̇ ulaşti resi̇mde görüldüğü ̇̇ydi̇,0
981,daha önce  aynı ürünü almıştım  kullanıyorum gerçekten çok başarılı anahtarlığımda taşıyorum ,0
982,kullanışlı şık bir ürün teşekkürler,0
983,daha önce bir çok marka kullandım bazıları kırıldı bazıları bozuldu ama kingstone baska,0
984,kasası nedeniyle bunu tercih etmiştim plastik değil kırılmıyor anahtarlığa takıp rahatça kullanabiliyorum ,0
985,çok memnun kaldım servis çok hızlı,0
986,tahminimden daha küçük  hızlı çalışıyor son derece memnun kaldım,0
987,arkadaşlarıma hediye olarak  tane aldım kendim kullanmadım ama gördüğüm kadarıyla gayet pratik  ergonomik,0
988,kendime almıştım görünce oğlumda istedi,0
989,çok sağlam bir yapısı var hızı tatminkar diyebiliriz ,0
990,küçük  metal olması  numara veri kopyalama hızı  tatminkar düzeyde,0
991,ürünün görüntüsü çok güzel  çelik olması gönül rahatlığıyla anahtarlığımda taşımamı sağlıyor kesinlikle tavsiye ederim,0
992,hızlı teslimat sorunsuz ürün iyi fiyat daha  olsun,0
993, numara bir ürün tavsiye ederim,0
994,usb belleğinizi yanınızda taşımak istiyorsanız mükemmel bir ürün küçük kullanışlı kalite  süper,0
995,hızlı  güzel teslimat tşk ederim  ,0
996, ürün çok uygun hepsiburadacom çok teşekürler,0
997,ürün gayet iyi anahtarlığa takabilirsiniz hızıda gayet iyi  fiyata kaçırmayın derim,0
998, fiyatı hiçbir yerde bulamazsınız,0
999,ürün çok şık ancak  olmadığı için hızı çok yavaş ayrıca   kullanım alanı var,0
1000,sumsare rüşvet  hırsızlık üzerine,1
1001,haysiyetli  vasıflı müslüman olmak ̇çin,1
1002,‘vay peşlerine  takıldın’,1
1003,‘pelikan yayıncılığı’ ̇ yarar ,1
1004,akademi direniyor,1
1005,gerçeğin aynasıdır hayal,1
1006,memleket meselesi,1
1007,okurlarla daha yakın ̇lişki,1
1008,yalnızca bir semt adıdır,1
1009, ̇ktidar meselesi,1
1010,tehlikeler,1
1011,gazetenin,1
1012,memleketi zayıflatanlar,1
1013,erdoğan aşkı,1
1014, milli bir meseledir,1
1015,aile şirketi,1
1016,hep beraber gerilerken,1
1017,bahçeli’nin barajı,1
1018,ohal’ seçim,1
1019,kutlanacak ,1
1020,diktatöre diktatör denir ,1
1021,tehdit iddiası,1
1022,‘mevlidi nebi’,1
1023,akp,1
1024,mikroplar müslüman ,1
1025,sufilik,1
1026, iyi öğretmen,1
1027,hakikat yuvarlandıysa dünya düzdür,1
1028,dini,1
1029,kalmasın ellerim sizlerden uzak,1
1030,̇slam çoktur,1
1031,akp,1
1032,sözlüklerin önemi  işlevi,1
1033,oğuz atay’ anarken,1
1034, arkadaş ses  gönül vermişler,1
1035,ömer seyfettin’ tanıyor musunuz,1
1036,mersin’ edebiyat ödülü haydar ergülen’,1
1037,mevlut akyıldız mutlaka bir mozart operasının dekorunu çizmeli,1
1038,tanburi necdet yaşar’ ardından,1
1039,dinlenmesi gereken iki ,1
1040,hayvanlarla sanat buluşunca,1
1041,yeni bir atatürk albümü,1
1042,kudüs faciası,1
1043,bugünün ‘esası’ savunmada,1
1044,hayır rüzgârında  mayıs,1
1045,bir tava bir kepçe,1
1046,‘hayır’ baskı tarihe geçecek,1
1047,kadınlar haykırıyor hayat bizim senin  sandın,1
1048,hitlerli iki tespit,1
1049,evet  hayır diye iki seçenek varsa,1
1050,unuttuğumuz kavramlar,1
1051,aliyev’den türkiye’ başkanlık uyarıları yapmaz demeyin her şeyi yaparlar,1
1052, coğrafyada,1
1053,paker psikososyal dengemiz bozuldu,1
1054,başka yol yok ,1
1055,yargı  yapar,1
1056,‘̇nce sanat’,1
1057,ahmetinki bir tehdit değil sadece durum tespiti,1
1058,suudilerin son yemen oyunu,1
1059,zarrab,1
1060,orducami arasında binamaz ülke,1
1061,zimbabve’ ‘düzeltme’,1
1062,rusyagate,1
1063,hakikaten ‘dünya ahmak değil’,1
1064,suudi reformcunun yemen kıyımı,1
1065,lübnan,1
1066,mbs’nin taht oyunları,1
1067,irak’ haşdi’,1
1068,son sözü hukuk söyler,1
1069,‘beyefendi istiyor’,1
1070,kapıları açmak,1
1071,‘̇slam adına’,1
1072,kılıçdaroğlu’nun ̇ raporu gerçek ,1
1073,küresel tarihçe,1
1074,bir ‘öğretmenler günü’ daha geride kaldı,1
1075,sınıf gerçeği,1
1076,‘yeni’ imf,1
1077,borca dayalı spekülatif büyüme,1
1078,küresel ücretli emeğin görünümü,1
1079,̇klim değişikliğinin sınıfsal boyutu,1
1080,milli gelir hesapları,1
1081,derinden gelen kökler,1
1082,̇ktisada farklı bir giriş,1
1083,debussy’nin buğulu müziği,1
1084,luzern piyano festivali’nden,1
1085,verika kanatlanıp uçtu,1
1086,ülkemizin aydınlık yüzleri,1
1087,akm karanlıktan nasıl kurtulacak,1
1088,musiki birdir  muazzam bir kubbedir,1
1089,̇ yeni mevsime hızlı başladı,1
1090,ebru’   abd’ gel,1
1091,fetö’nün yeni sistemi nasıl çözüldü,1
1092,cemal reşit rey’ saygı,1
1093,leyla gencer’ izinde,1
1094,konserleri nasıl seçersiniz,1
1095,çalıyor ama çalışıyor,1
1096,minibüste açık saçık,1
1097,rusya ile kuzusarması,1
1098,gereğinde atatürkçü  oluruz,1
1099,zarrab gizemi büyüyor,1
1100,taş doğuraydım,1
1101,vadikara geliyor,1
1102,lahanalarımı görseniz,1
1103,erdoğankılıçdaroğlu kavgası  zarrab’ teklif,1
1104,dünyanın  iyi okulları türkiye’,1
1105,dünyayı kurtaran madam,1
1106,şehidimiz  zarrab davasına alındı,1
1107,gemi batıyor kaptan nerede,1
1108,zarrab’ sorulan ilginç sorular,1
1109,zarrab ayarlı cumhurbaşkanlığı hesapları,1
1110,zarrab operasyonunun ekonomik  siyasi boyutu,1
1111, parti,1
1112,sumsare ragnok kerberos,1
1113,kudüs,1
1114,sumsare rüşvet  hırsızlık üzerine,1
1115,türk devrimi  demokratik  ,1
1116,türk devrimi  demokratik  ,1
1117,kılıçdaroğlu’nun ikinci cephesi kongreler,1
1118,türk devrimi  demokrasi ,1
1119,demokrasiye karşı ‘post modern ortaçağ’ ,1
1120,̇ran’ uygulanan ambargo  zarrab’ konumu,1
1121,atatürk’ devrimciliği  ,1
1122,cumhuriyet  ,1
1123,abd    faydayı sunuyor ,1
1124,kuramsal tartışmalara bir reklam arası,1
1125,kılıçdaroğlu’nun çıkışının etki analizi,1
1126,marx,1
1127, fotoğraftaki eksik,1
1128, parti mhp çizgisine  geldi,1
1129,̇nsan bazen gerçekten hayret ediyor,1
1130,astanasoçi hattında ulaşılan hedefler  çıkmazlar,1
1131,‘hukuk yaşayan bir şey,1
1132,‘yeni devlet’,1
1133,müftü nikâhı  ̇slami rejim,1
1134,‘hans’  dediği’,1
1135,‘evrim teorisi’,1
1136,yeni türkiye’nin tarih yazımı,1
1137, temmuz’ anlamı,1
1138, temmuz,1
1139,parayla saadet olmaz,1
1140,‘adalet yürüyüşü’   temmuz,1
1141,rıdvan bey,1
1142,’olur birazcık uyku,1
1143,evlilerin bunama riski neden daha ,1
1144,diyetler  başarısız siz ,1
1145,her  çocuktan ’ hasta,1
1146,keto diyetlere neden karşıyız,1
1147,bir kanserojen   mühim soru,1
1148,yeni bir yıla girerken aralıklı diyet denemeleri,1
1149,hscrp testi neden önemli,1
1150,koah sadece koah’tan  ibaret,1
1151, kadar uyku lazım,1
1152,yeter artık  vicdanlı olun biraz,1
1153,mutluluktan haber ver ‘değer taşı’,1
1154,vay man vay,1
1155,sen yaptın olmadı işte beyim,1
1156,ucuz mucuz atlatmadan geçiyoruz,1
1157,hemen büyü çocuk,1
1158, kahraman kötülüklere karşı,1
1159,eşkıya dünyaya hükümdar olmuş,1
1160,‘̇mdat yorgunuz,1
1161,‘reklamlarda buluşuruz bayram geçer vuruşuruz’,1
1162,başarılı,1
1163,peşin peşin altın kelebek gıybetleri,1
1164,ünlülerin japon’ miyabi,1
1165,̇stanbul’  heijan’ yeri bağcılar,1
1166,gitmek   gitmemek işte bütün mesele ,1
1167,akm’ yıkmak medeniyetimizden  koparacak,1
1168,robot safiye nasıl kurtulur,1
1169, kötü haftanız böyle olsun,1
1170,yak bütün fotoğrafları,1
1171,kafamda deli sorular,1
1172,kudüs kararı niye şimdi,1
1173,soçi sürecinin şifreleri,1
1174,eğitim sistemi nasıl olmalı,1
1175, maddede ortadoğu satrancı,1
1176,suudilerin ‘ılımlı ̇slam’ açılımı,1
1177,kerkük sonrası riskler,1
1178,yeni almanya türkiye’ nasıl etkiler,1
1179, maddede kürt referandumu,1
1180,dış politikada kritik eylül,1
1181, olacak  abdnin hali,1
1182,sosyal medya üzerinden bir ‘küs’ oyunu,1
1183,hayat tam filmlik ebru gündeş,1
1184,nasıl seçtiğin ayakkabı ayağını acıtmamalıysa yaşadığın aşk  öyle,1
1185,cumartesi gecesi ateşi,1
1186,kızlar annelerini  takip eder,1
1187,mahkeme emriyle anılarınız silinirse,1
1188,herkesin “delilik” diyeceği bir şeyi yaptı,1
1189,instagram hayatları nasıl değiştiriyor,1
1190,pazar yerinden seçmeler,1
1191,mutlu muyuz gençler,1
1192,her şeyimi kitaplarıma borçluyum,1
1193,beş yıl geçmiş aradan,1
1194,kongrelerin  lezzetlisi,1
1195,gastronomi dünyasında gündem yoğun,1
1196,yaylacılık geleneği  karayaka koyunu,1
1197,gıda atığı  gıda israfı ,1
1198,hayatın ritmi,1
1199,bağcılıkla yaşayan bir kasaba,1
1200,topraktan tabağa  yemeğin hikayesi,1
1201,göcek her mevsimde bir başka güzel,1
1202,sözde hür köleler,1
1203,âhir zaman olayları,1
1204,kendine zulm etmek,1
1205,haysiyetli  vasıflı müslüman olmak ̇çin,1
1206,müftülerin nikâh kıyması,1
1207,kendimi kurtarmak ̇çin,1
1208,tıbba  sağlığa dair,1
1209,tebrik,1
1210,randevular cep telefonları,1
1211,din mıncıklanıyor,1
1212,uçaktan “kudüs” mesajı,1
1213,cikcik dünyası,1
1214,hâlâ söylenmeyen lüzum üzerine…,1
1215,tok evin  kedisi,1
1216,mücahid başkan,1
1217,meral hanım chp’nin başına geçsin,1
1218,çorba tadında sinema,1
1219,yeşilçam’ saygı göstermeyin,1
1220,orada  şiştin kemal,1
1221,bay kemal,1
1222,sustu macroncular,1
1223,naçizane ̇ngiliz görevi,1
1224,gitmezoğlu,1
1225, temmuz bize  söylüyor ,1
1226,demokrasi varsa buna  katlanacaksınız,1
1227, temmuz’ amerikan altyapısı var,1
1228,mustafa yaman,1
1229,söyler misiniz ̇sviçre’ toplanmış  kıbrıs’ neyi çözüyorsunuz,1
1230,çankaya,1
1231,mersin’ sağlık bakanı recep akdağ’ “sağlık” sohbeti…,1
1232,erdemliler topluluğundan,1
1233,yök başkanlığı’ açık mektup,1
1234,yök  akademisyenlik,1
1235,“̇ parti” hangi beklentilere cevap verebilecek ,1
1236,siyasette “̇”lik,1
1237,cumhurbaşkanımıza ’ güçlendirilmesi ̇çin ,1
1238,kerbela,1
1239,̇hvan  arap baharı,1
1240,muhammed mehdi akif ,1
1241,tıkanan karar mekanizmaları  eğitimde kaos,1
1242,akp ile chp’nin perişanlıkları vesaadet partisi,1
1243,kosova’dan türkiye’ bakış  …  sonuç,1
1244,kosova’dan türkiye’ bakış  üçüncü tez,1
1245,kosova’dan türkiye’  gruplar ,1
1246,kosova’dan türkiye’ bakış  tezlere devam,1
1247,kosova’dan türkiye’ bakış  önce tezler,1
1248,sağlık,1
1249, babam nuri erol için dua taleb,1
1250,pazar yazısı niyetine bazı sağlıklı hatırlatmalar,1
1251,‘bana  amerika’dan bana  amerika’dan’,1
1252,becayişten pul ekonomisine…,1
1253,bizde işler neden normal seyrinde yürümez,1
1254,amerika’nın kafasında  var,1
1255,yönetme iddiasında olanlar…,1
1256,tanrımıza hamd olsun  …,1
1257,amerikan mandacılığı   ambargosu,1
1258,hatice’ dedim …,1
1259,küresel komplo devletin bekasına karşı,1
1260,müslüman topluluklar birliği kongresi   mazlumların dirilişi,1
1261,rasyonelleşmeye ihtiyaç var,1
1262,görevim takiye yapmaktır,1
1263,rumlardan yeni bir oyun daha,1
1264,türkiye’nin yardımları  zaman başladı,1
1265,kızılay yardımları  rumlar,1
1266,anastasiadis hâlâ hayal peşinde,1
1267,̇zini bırakıp giden babam hakkı atun,1
1268,suudi arabistan’ neler oluyor,1
1269,kktctürkiye arasında yeni ticaret anlayışı,1
1270,̇stanbul’ ’üncü havalimanı gerekli miydi,1
1271,kocaeli kartepe zirvesi,1
1272,hacamat nasıl yapılır,1
1273,silah taşımak,1
1274,sürekli namaz kılmanın fazileti,1
1275,selam ile ilgili bir konu,1
1276,hâlhatır sormak,1
1277,esvaplar,1
1278,allah’  teslimiyetin saadeti,1
1279,sihir  büyü şeytan yoludur,1
1280,evlerimiz hapishanelerimiz oldu,1
1281,nasıl iyi olacaksınız,1
1282,ortak değerlerimiz nelerdir,1
1283,ayete kulak verelim,1
1284,biz  çağın davetçileriyiz,1
1285,biz  çağın şahitleriyiz,1
1286,müslüman vize tuzağı kuramaz,1
1287,sulh  savaş,1
1288,̇şaret taşlarımızla oynuyorlar,1
1289,sorunlular sorun çıkarırlar,1
1290,eğitim bozukluğundan kan gövdeyi götürüyor…,1
1291,bülbülü gülden ayıramazsınız,1
1292,mazoşist bireyler,1
1293,genç bireylerin sorumluluğu,1
1294,bir öğretmen olarak mus’ bin ümeyr,1
1295,gençler nereye koşuyor,1
1296,siz olsanız  yapardınız,1
1297,neler yapabiliriz,1
1298,okumaya vakit bulamıyor musunuz,1
1299,bizden olmayan gitsin,1
1300,balfour deklerasyonu,1
1301,kadının kadına düşmanlığı,1
1302,erdoğan atina’  ezberleri bozdu,1
1303,ger bakalım,1
1304,cumhurbaşkanının kulağına gelenler ,1
1305,“ filo defol”dan “yoldaş amerika”,1
1306,kemal bey nasıl yapıyor ediyor ,1
1307,yallah amerika’,1
1308,armudun sapı,1
1309, “ecnebilerin” başka işi gücü yok  kardeşim,1
1310,bakalım “mustafa” neler yapacak,1
1311,“ajan” söyle bakalım şimdi  olacak,1
1312,davutoğlu’ kim niye yasaklasın allah aşkına,1
1313,patron trump’ çırak çıktığı  fotoğraf,1
1314,gülelim ,1
1315,demek  yetmiyormuş,1
1316,müttefiklik yarışı,1
1317,yeni bin yılın şafağında,1
1318,partini kur ama,1
1319,piyasalar endişeye mahal yok,1
1320, daha büyük saçmalık,1
1321,yeni vitrin yeni türkiye,1
1322,dileriz yine yanılmıyorlardır,1
1323,bir anlamı yok,1
1324,sanal algı  gerçekler,1
1325,ekonomi savaşları,1
1326,gizli tanıklık sorgulanıyor,1
1327,geçmiş zaman olur ,1
1328,manipülasyon sezonu açıldı,1
1329,siyaset  manifesto safsatası,1
1330,yeni doğu,1
1331,çin  yeni dünya,1
1332,soysuzlar çetesi yine kaybedecek,1
1333,seda sayan’  lira ,1
1334,diktatörler bile bunu söylemez,1
1335,devir değişti,1
1336,tarihten ders çıkar,1
1337,chp’nin zihniyeti buysa yandık,1
